ticket_id,created_at,resolved_at,department,priority,status,issue_type,reporter,assignee,title,description,duration_minutes,satisfaction_score
TKT202401010675,2024-01-13 00:00:00,2024-01-15 03:00:00,技术部,低,已解决,功能异常,user_1042,agent_2002,工单标题676,这是工单676的详细描述内容,3060.0,2.0
TKT202401010676,2024-10-25 00:00:00,,运维部,高,待处理,功能异常,user_1069,agent_2015,工单标题677,这是工单677的详细描述内容,,1.0
TKT202401010677,2024-09-19 00:00:00,,运维部,紧急,已解决,建议,user_1019,agent_2014,工单标题678,这是工单678的详细描述内容,,
TKT202401010678,2024-07-09 00:00:00,,运维部,中,已关闭,需求变更,user_1012,agent_2007,工单标题679,这是工单679的详细描述内容,,4.0
TKT202401010679,2024-07-31 00:00:00,,市场部,低,已关闭,性能问题,user_1076,agent_2020,工单标题680,这是工单680的详细描述内容,,
TKT202401010680,2024-04-16 00:00:00,2024-04-17 14:00:00,人力资源,中,待处理,其他,user_1097,agent_2013,工单标题681,这是工单681的详细描述内容,2280.0,
TKT202401010681,2024-07-28 00:00:00,2024-07-29 10:00:00,人力资源,低,待回访,性能问题,user_1026,agent_2006,工单标题682,这是工单682的详细描述内容,2040.0,3.0
TKT202401010682,2024-10-10 00:00:00,,运维部,中,已关闭,需求变更,user_1095,agent_2015,工单标题683,这是工单683的详细描述内容,,
TKT202401010683,2024-01-02 00:00:00,,市场部,低,待处理,权限问题,user_1054,agent_2006,工单标题684,这是工单684的详细描述内容,,2.0
TKT202401010684,2024-01-15 00:00:00,2024-01-15 15:00:00,财务部,紧急,待回访,咨询,user_1075,agent_2016,工单标题685,这是工单685的详细描述内容,900.0,3.0
TKT202401010685,2024-11-17 00:00:00,2024-11-19 12:00:00,客服部,中,待回访,其他,user_1003,agent_2009,工单标题686,这是工单686的详细描述内容,3600.0,
TKT202401010686,2024-01-30 00:00:00,2024-01-30 18:00:00,市场部,高,已解决,性能问题,user_1007,agent_2009,工单标题687,这是工单687的详细描述内容,1080.0,
TKT202401010687,2024-11-21 00:00:00,,运维部,紧急,待回访,数据错误,user_1099,agent_2006,工单标题688,这是工单688的详细描述内容,,5.0
TKT202401010688,2024-03-26 00:00:00,2024-03-28 21:00:00,运维部,中,已解决,咨询,user_1013,agent_2018,工单标题689,这是工单689的详细描述内容,4140.0,2.0
TKT202401010689,2024-01-07 00:00:00,2024-01-07 17:00:00,运维部,低,已关闭,咨询,user_1021,agent_2004,工单标题690,这是工单690的详细描述内容,1020.0,
TKT202401010690,2024-09-14 00:00:00,2024-09-15 04:00:00,人力资源,紧急,已关闭,投诉,user_1010,agent_2004,工单标题691,这是工单691的详细描述内容,1680.0,1.0
TKT202401010691,2024-09-02 00:00:00,2024-09-03 20:00:00,运维部,高,已关闭,其他,user_1067,agent_2011,工单标题692,这是工单692的详细描述内容,2640.0,
TKT202401010692,2024-06-04 00:00:00,2024-06-04 03:00:00,客服部,高,处理中,性能问题,user_1089,agent_2008,工单标题693,这是工单693的详细描述内容,180.0,
TKT202401010693,2024-04-17 00:00:00,2024-04-17 16:00:00,财务部,紧急,待处理,系统故障,user_1100,agent_2016,工单标题694,这是工单694的详细描述内容,960.0,1.0
TKT202401010694,2024-04-10 00:00:00,,市场部,紧急,已关闭,功能异常,user_1033,agent_2002,工单标题695,这是工单695的详细描述内容,,
TKT202401010695,2024-12-07 00:00:00,2024-12-07 01:00:00,客服部,高,待回访,数据错误,user_1024,agent_2012,工单标题696,这是工单696的详细描述内容,60.0,
TKT202401010696,2024-03-15 00:00:00,2024-03-16 11:00:00,运维部,中,处理中,需求变更,user_1100,agent_2020,工单标题697,这是工单697的详细描述内容,2100.0,
TKT202401010697,2024-10-18 00:00:00,,人力资源,紧急,待回访,数据错误,user_1092,agent_2007,工单标题698,这是工单698的详细描述内容,,2.0
TKT202401010698,2024-10-02 00:00:00,2024-10-02 00:00:00,客服部,高,待回访,投诉,user_1047,agent_2019,工单标题699,这是工单699的详细描述内容,0.0,
TKT202401010699,2024-12-10 00:00:00,,运维部,低,已关闭,数据错误,user_1066,agent_2008,工单标题700,这是工单700的详细描述内容,,3.0
TKT202401010700,2024-03-04 00:00:00,,技术部,低,已解决,权限问题,user_1072,agent_2002,工单标题701,这是工单701的详细描述内容,,
TKT202401010701,2024-09-09 00:00:00,2024-09-09 14:00:00,财务部,中,已关闭,数据错误,user_1071,agent_2014,工单标题702,这是工单702的详细描述内容,840.0,
TKT202401010702,2024-08-07 00:00:00,2024-08-08 00:00:00,财务部,中,处理中,系统故障,user_1087,agent_2016,工单标题703,这是工单703的详细描述内容,1440.0,4.0
TKT202401010703,2024-08-12 00:00:00,2024-08-14 18:00:00,客服部,紧急,处理中,建议,user_1052,agent_2019,工单标题704,这是工单704的详细描述内容,3960.0,2.0
TKT202401010704,2024-02-03 00:00:00,2024-02-04 22:00:00,运维部,高,待回访,建议,user_1016,agent_2008,工单标题705,这是工单705的详细描述内容,2760.0,4.0
TKT202401010705,2024-05-22 00:00:00,2024-05-23 10:00:00,市场部,低,已解决,投诉,user_1086,agent_2020,工单标题706,这是工单706的详细描述内容,2040.0,4.0
TKT202401010706,2024-09-18 00:00:00,,财务部,紧急,待处理,权限问题,user_1063,agent_2016,工单标题707,这是工单707的详细描述内容,,
TKT202401010707,2024-03-09 00:00:00,,客服部,紧急,已关闭,系统故障,user_1023,agent_2013,工单标题708,这是工单708的详细描述内容,,3.0
TKT202401010708,2024-03-19 00:00:00,2024-03-20 14:00:00,客服部,紧急,待回访,投诉,user_1060,agent_2007,工单标题709,这是工单709的详细描述内容,2280.0,
TKT202401010709,2024-09-11 00:00:00,2024-09-13 14:00:00,人力资源,中,待回访,需求变更,user_1003,agent_2002,工单标题710,这是工单710的详细描述内容,3720.0,1.0
TKT202401010710,2024-07-15 00:00:00,2024-07-17 09:00:00,财务部,低,已关闭,系统故障,user_1005,agent_2006,工单标题711,这是工单711的详细描述内容,3420.0,3.0
TKT202401010711,2024-12-27 00:00:00,2024-12-27 21:00:00,技术部,中,已关闭,投诉,user_1098,agent_2004,工单标题712,这是工单712的详细描述内容,1260.0,4.0
TKT202401010712,2024-12-03 00:00:00,2024-12-05 22:00:00,人力资源,低,已关闭,需求变更,user_1021,agent_2017,工单标题713,这是工单713的详细描述内容,4200.0,
TKT202401010713,2024-05-14 00:00:00,2024-05-16 15:00:00,财务部,中,已解决,咨询,user_1008,agent_2001,工单标题714,这是工单714的详细描述内容,3780.0,2.0
TKT202401010714,2024-07-06 00:00:00,2024-07-07 20:00:00,人力资源,紧急,已解决,建议,user_1013,agent_2014,工单标题715,这是工单715的详细描述内容,2640.0,
TKT202401010715,2024-07-01 00:00:00,2024-07-03 04:00:00,市场部,高,处理中,数据错误,user_1083,agent_2010,工单标题716,这是工单716的详细描述内容,3120.0,1.0
TKT202401010716,2024-06-05 00:00:00,2024-06-05 14:00:00,客服部,中,待处理,投诉,user_1085,agent_2014,工单标题717,这是工单717的详细描述内容,840.0,4.0
TKT202401010717,2024-05-16 00:00:00,2024-05-16 02:00:00,人力资源,紧急,已解决,建议,user_1074,agent_2013,工单标题718,这是工单718的详细描述内容,120.0,
TKT202401010718,2024-02-20 00:00:00,,市场部,高,已解决,投诉,user_1065,agent_2011,工单标题719,这是工单719的详细描述内容,,
TKT202401010719,2024-06-02 00:00:00,2024-06-03 22:00:00,技术部,低,待处理,需求变更,user_1028,agent_2010,工单标题720,这是工单720的详细描述内容,2760.0,
TKT202401010720,2024-06-01 00:00:00,2024-06-03 03:00:00,人力资源,紧急,待回访,功能异常,user_1076,agent_2011,工单标题721,这是工单721的详细描述内容,3060.0,
TKT202401010721,2024-10-17 00:00:00,2024-10-19 19:00:00,技术部,中,待处理,权限问题,user_1065,agent_2010,工单标题722,这是工单722的详细描述内容,4020.0,5.0
TKT202401010722,2024-06-09 00:00:00,2024-06-10 01:00:00,运维部,低,待回访,性能问题,user_1003,agent_2017,工单标题723,这是工单723的详细描述内容,1500.0,5.0
TKT202401010723,2024-09-12 00:00:00,2024-09-13 03:00:00,市场部,低,已解决,需求变更,user_1079,agent_2014,工单标题724,这是工单724的详细描述内容,1620.0,1.0
TKT202401010724,2024-09-24 00:00:00,2024-09-25 01:00:00,技术部,高,处理中,权限问题,user_1056,agent_2014,工单标题725,这是工单725的详细描述内容,1500.0,
TKT202401010725,2024-02-02 00:00:00,2024-02-03 02:00:00,运维部,中,处理中,权限问题,user_1088,agent_2020,工单标题726,这是工单726的详细描述内容,1560.0,
TKT202401010726,2024-05-02 00:00:00,,客服部,高,已解决,投诉,user_1063,agent_2018,工单标题727,这是工单727的详细描述内容,,4.0
TKT202401010727,2024-11-27 00:00:00,,运维部,高,待处理,权限问题,user_1036,agent_2018,工单标题728,这是工单728的详细描述内容,,
TKT202401010728,2024-01-22 00:00:00,2024-01-24 14:00:00,客服部,紧急,已解决,其他,user_1039,agent_2003,工单标题729,这是工单729的详细描述内容,3720.0,4.0
TKT202401010729,2024-07-05 00:00:00,2024-07-05 11:00:00,市场部,高,处理中,功能异常,user_1074,agent_2017,工单标题730,这是工单730的详细描述内容,660.0,5.0
TKT202401010730,2024-12-06 00:00:00,,客服部,高,待回访,功能异常,user_1099,agent_2011,工单标题731,这是工单731的详细描述内容,,
TKT202401010731,2024-10-26 00:00:00,2024-10-28 01:00:00,市场部,高,已关闭,数据错误,user_1019,agent_2004,工单标题732,这是工单732的详细描述内容,2940.0,
TKT202401010732,2024-05-20 00:00:00,2024-05-22 08:00:00,人力资源,紧急,已关闭,需求变更,user_1048,agent_2004,工单标题733,这是工单733的详细描述内容,3360.0,
TKT202401010733,2024-08-04 00:00:00,2024-08-06 12:00:00,运维部,高,已解决,投诉,user_1092,agent_2012,工单标题734,这是工单734的详细描述内容,3600.0,1.0
TKT202401010734,2024-11-26 00:00:00,2024-11-26 04:00:00,市场部,紧急,处理中,权限问题,user_1071,agent_2013,工单标题735,这是工单735的详细描述内容,240.0,
TKT202401010735,2024-12-24 00:00:00,2024-12-25 22:00:00,市场部,紧急,待回访,数据错误,user_1057,agent_2013,工单标题736,这是工单736的详细描述内容,2760.0,
TKT202401010736,2024-07-20 00:00:00,2024-07-21 08:00:00,技术部,中,处理中,性能问题,user_1057,agent_2011,工单标题737,这是工单737的详细描述内容,1920.0,4.0
TKT202401010737,2024-01-18 00:00:00,2024-01-19 11:00:00,财务部,低,已关闭,咨询,user_1092,agent_2014,工单标题738,这是工单738的详细描述内容,2100.0,1.0
TKT202401010738,2024-03-23 00:00:00,2024-03-24 09:00:00,运维部,低,待回访,需求变更,user_1095,agent_2011,工单标题739,这是工单739的详细描述内容,1980.0,1.0
TKT202401010739,2024-01-27 00:00:00,2024-01-27 23:00:00,市场部,高,待处理,建议,user_1026,agent_2010,工单标题740,这是工单740的详细描述内容,1380.0,
TKT202401010740,2024-02-12 00:00:00,,人力资源,高,待回访,建议,user_1041,agent_2015,工单标题741,这是工单741的详细描述内容,,2.0
TKT202401010741,2024-05-13 00:00:00,2024-05-13 22:00:00,运维部,中,处理中,功能异常,user_1054,agent_2012,工单标题742,这是工单742的详细描述内容,1320.0,
TKT202401010742,2024-07-12 00:00:00,,客服部,高,待处理,投诉,user_1026,agent_2009,工单标题743,这是工单743的详细描述内容,,2.0
TKT202401010743,2024-01-26 00:00:00,2024-01-28 03:00:00,人力资源,中,处理中,功能异常,user_1048,agent_2006,工单标题744,这是工单744的详细描述内容,3060.0,1.0
TKT202401010744,2024-01-08 00:00:00,2024-01-10 19:00:00,财务部,低,待处理,数据错误,user_1092,agent_2007,工单标题745,这是工单745的详细描述内容,4020.0,
TKT202401010745,2024-05-16 00:00:00,2024-05-17 12:00:00,财务部,高,已关闭,数据错误,user_1077,agent_2007,工单标题746,这是工单746的详细描述内容,2160.0,3.0
TKT202401010746,2024-12-12 00:00:00,2024-12-13 00:00:00,财务部,高,待处理,权限问题,user_1034,agent_2008,工单标题747,这是工单747的详细描述内容,1440.0,2.0
TKT202401010747,2024-07-08 00:00:00,,财务部,高,已解决,建议,user_1088,agent_2007,工单标题748,这是工单748的详细描述内容,,4.0
TKT202401010748,2024-11-01 00:00:00,,人力资源,紧急,待处理,咨询,user_1031,agent_2016,工单标题749,这是工单749的详细描述内容,,5.0
TKT202401010749,2024-12-09 00:00:00,,人力资源,低,已解决,建议,user_1086,agent_2012,工单标题750,这是工单750的详细描述内容,,
TKT202401010750,2024-10-13 00:00:00,2024-10-13 05:00:00,运维部,高,待回访,投诉,user_1044,agent_2015,工单标题751,这是工单751的详细描述内容,300.0,
TKT202401010751,2024-06-11 00:00:00,2024-06-13 19:00:00,运维部,紧急,已解决,系统故障,user_1017,agent_2016,工单标题752,这是工单752的详细描述内容,4020.0,3.0
TKT202401010752,2024-07-03 00:00:00,,运维部,中,待回访,咨询,user_1056,agent_2006,工单标题753,这是工单753的详细描述内容,,
TKT202401010753,2024-09-08 00:00:00,2024-09-08 19:00:00,市场部,低,待处理,数据错误,user_1020,agent_2002,工单标题754,这是工单754的详细描述内容,1140.0,
TKT202401010754,2024-01-19 00:00:00,,市场部,低,已关闭,功能异常,user_1064,agent_2002,工单标题755,这是工单755的详细描述内容,,5.0
TKT202401010755,2024-09-05 00:00:00,2024-09-07 10:00:00,市场部,高,待处理,咨询,user_1012,agent_2007,工单标题756,这是工单756的详细描述内容,3480.0,2.0
TKT202401010756,2024-03-27 00:00:00,2024-03-29 17:00:00,人力资源,高,待回访,系统故障,user_1068,agent_2019,工单标题757,这是工单757的详细描述内容,3900.0,
TKT202401010757,2024-02-09 00:00:00,2024-02-10 07:00:00,市场部,紧急,已解决,系统故障,user_1037,agent_2004,工单标题758,这是工单758的详细描述内容,1860.0,
TKT202401010758,2024-10-29 00:00:00,2024-10-29 13:00:00,技术部,紧急,待处理,投诉,user_1091,agent_2016,工单标题759,这是工单759的详细描述内容,780.0,3.0
TKT202401010759,2024-10-31 00:00:00,2024-10-31 00:00:00,客服部,低,已解决,其他,user_1017,agent_2007,工单标题760,这是工单760的详细描述内容,0.0,3.0
TKT202401010760,2024-06-14 00:00:00,2024-06-14 07:00:00,人力资源,低,待处理,建议,user_1033,agent_2006,工单标题761,这是工单761的详细描述内容,420.0,
TKT202401010761,2024-07-23 00:00:00,,技术部,高,已关闭,建议,user_1037,agent_2005,工单标题762,这是工单762的详细描述内容,,
TKT202401010762,2024-09-08 00:00:00,2024-09-10 07:00:00,运维部,高,已解决,功能异常,user_1048,agent_2017,工单标题763,这是工单763的详细描述内容,3300.0,
TKT202401010763,2024-08-16 00:00:00,2024-08-18 01:00:00,人力资源,低,待处理,建议,user_1048,agent_2020,工单标题764,这是工单764的详细描述内容,2940.0,
TKT202401010764,2024-11-18 00:00:00,,人力资源,中,已关闭,数据错误,user_1083,agent_2005,工单标题765,这是工单765的详细描述内容,,5.0
TKT202401010765,2024-11-18 00:00:00,,财务部,低,待处理,投诉,user_1039,agent_2005,工单标题766,这是工单766的详细描述内容,,3.0
TKT202401010766,2024-05-07 00:00:00,2024-05-09 18:00:00,人力资源,紧急,待回访,功能异常,user_1006,agent_2017,工单标题767,这是工单767的详细描述内容,3960.0,
TKT202401010767,2024-08-05 00:00:00,,市场部,中,已解决,权限问题,user_1075,agent_2003,工单标题768,这是工单768的详细描述内容,,1.0
TKT202401010768,2024-02-28 00:00:00,,技术部,低,待处理,功能异常,user_1054,agent_2010,工单标题769,这是工单769的详细描述内容,,
TKT202401010769,2024-08-20 00:00:00,2024-08-22 09:00:00,运维部,中,处理中,数据错误,user_1024,agent_2003,工单标题770,这是工单770的详细描述内容,3420.0,5.0
TKT202401010770,2024-05-12 00:00:00,2024-05-12 13:00:00,客服部,紧急,已关闭,功能异常,user_1002,agent_2006,工单标题771,这是工单771的详细描述内容,780.0,4.0
TKT202401010771,2024-12-20 00:00:00,2024-12-22 03:00:00,市场部,低,已解决,其他,user_1079,agent_2012,工单标题772,这是工单772的详细描述内容,3060.0,4.0
TKT202401010772,2024-06-03 00:00:00,,客服部,高,待处理,系统故障,user_1090,agent_2007,工单标题773,这是工单773的详细描述内容,,2.0
TKT202401010773,2024-09-03 00:00:00,2024-09-03 18:00:00,财务部,高,待处理,权限问题,user_1099,agent_2015,工单标题774,这是工单774的详细描述内容,1080.0,
TKT202401010774,2024-08-04 00:00:00,,技术部,低,已关闭,投诉,user_1003,agent_2015,工单标题775,这是工单775的详细描述内容,,2.0
TKT202401010775,2024-05-30 00:00:00,2024-06-02 00:00:00,财务部,紧急,已解决,系统故障,user_1014,agent_2014,工单标题776,这是工单776的详细描述内容,4320.0,4.0
TKT202401010776,2024-10-23 00:00:00,2024-10-25 22:00:00,客服部,低,已关闭,投诉,user_1066,agent_2019,工单标题777,这是工单777的详细描述内容,4200.0,4.0
TKT202401010777,2024-04-28 00:00:00,2024-04-28 07:00:00,财务部,中,待回访,功能异常,user_1035,agent_2014,工单标题778,这是工单778的详细描述内容,420.0,1.0
TKT202401010778,2024-09-10 00:00:00,2024-09-11 20:00:00,财务部,紧急,处理中,权限问题,user_1093,agent_2007,工单标题779,这是工单779的详细描述内容,2640.0,4.0
TKT202401010779,2024-04-28 00:00:00,,市场部,中,待回访,投诉,user_1017,agent_2010,工单标题780,这是工单780的详细描述内容,,4.0
TKT202401010780,2024-08-01 00:00:00,2024-08-02 22:00:00,技术部,高,已解决,功能异常,user_1086,agent_2016,工单标题781,这是工单781的详细描述内容,2760.0,
TKT202401010781,2024-04-12 00:00:00,2024-04-12 20:00:00,客服部,低,已关闭,权限问题,user_1031,agent_2007,工单标题782,这是工单782的详细描述内容,1200.0,1.0
TKT202401010782,2024-07-02 00:00:00,2024-07-03 09:00:00,技术部,高,待回访,系统故障,user_1009,agent_2011,工单标题783,这是工单783的详细描述内容,1980.0,5.0
TKT202401010783,2024-04-26 00:00:00,2024-04-26 15:00:00,财务部,中,已解决,咨询,user_1099,agent_2002,工单标题784,这是工单784的详细描述内容,900.0,5.0
TKT202401010784,2024-05-16 00:00:00,2024-05-16 19:00:00,人力资源,紧急,待处理,投诉,user_1059,agent_2004,工单标题785,这是工单785的详细描述内容,1140.0,5.0
TKT202401010785,2024-11-08 00:00:00,2024-11-08 13:00:00,客服部,紧急,处理中,功能异常,user_1027,agent_2012,工单标题786,这是工单786的详细描述内容,780.0,
TKT202401010786,2024-05-29 00:00:00,2024-05-31 08:00:00,财务部,紧急,处理中,咨询,user_1043,agent_2005,工单标题787,这是工单787的详细描述内容,3360.0,
TKT202401010787,2024-04-13 00:00:00,2024-04-15 08:00:00,客服部,高,已关闭,咨询,user_1037,agent_2017,工单标题788,这是工单788的详细描述内容,3360.0,
TKT202401010788,2024-05-16 00:00:00,2024-05-17 23:00:00,财务部,中,处理中,性能问题,user_1097,agent_2017,工单标题789,这是工单789的详细描述内容,2820.0,2.0
TKT202401010789,2024-03-11 00:00:00,2024-03-13 06:00:00,财务部,低,待回访,咨询,user_1004,agent_2015,工单标题790,这是工单790的详细描述内容,3240.0,
TKT202401010790,2024-01-06 00:00:00,2024-01-08 18:00:00,客服部,中,已解决,建议,user_1099,agent_2006,工单标题791,这是工单791的详细描述内容,3960.0,4.0
TKT202401010791,2024-01-19 00:00:00,2024-01-19 19:00:00,客服部,中,已关闭,建议,user_1088,agent_2018,工单标题792,这是工单792的详细描述内容,1140.0,3.0
TKT202401010792,2024-06-25 00:00:00,2024-06-25 01:00:00,人力资源,高,已关闭,投诉,user_1083,agent_2007,工单标题793,这是工单793的详细描述内容,60.0,5.0
TKT202401010793,2024-11-12 00:00:00,2024-11-14 08:00:00,市场部,低,处理中,权限问题,user_1011,agent_2002,工单标题794,这是工单794的详细描述内容,3360.0,4.0
TKT202401010794,2024-03-05 00:00:00,2024-03-07 18:00:00,运维部,高,待处理,需求变更,user_1071,agent_2010,工单标题795,这是工单795的详细描述内容,3960.0,2.0
TKT202401010795,2024-01-12 00:00:00,2024-01-12 03:00:00,人力资源,中,处理中,权限问题,user_1093,agent_2014,工单标题796,这是工单796的详细描述内容,180.0,1.0
TKT202401010796,2024-01-31 00:00:00,,人力资源,中,待处理,系统故障,user_1097,agent_2004,工单标题797,这是工单797的详细描述内容,,5.0
TKT202401010797,2024-01-03 00:00:00,2024-01-05 10:00:00,技术部,高,已解决,权限问题,user_1037,agent_2019,工单标题798,这是工单798的详细描述内容,3480.0,4.0
TKT202401010798,2024-09-23 00:00:00,,人力资源,高,已解决,投诉,user_1013,agent_2005,工单标题799,这是工单799的详细描述内容,,4.0
TKT202401010799,2024-02-11 00:00:00,,技术部,低,处理中,投诉,user_1010,agent_2012,工单标题800,这是工单800的详细描述内容,,4.0
TKT202401010800,2024-10-28 00:00:00,2024-10-30 23:00:00,财务部,中,待回访,投诉,user_1082,agent_2014,工单标题801,这是工单801的详细描述内容,4260.0,4.0
TKT202401010801,2024-08-01 00:00:00,,技术部,低,已关闭,性能问题,user_1091,agent_2017,工单标题802,这是工单802的详细描述内容,,1.0
TKT202401010802,2024-12-21 00:00:00,2024-12-22 03:00:00,客服部,高,待回访,咨询,user_1016,agent_2020,工单标题803,这是工单803的详细描述内容,1620.0,1.0
TKT202401010803,2024-03-02 00:00:00,2024-03-03 23:00:00,客服部,高,待处理,咨询,user_1040,agent_2012,工单标题804,这是工单804的详细描述内容,2820.0,
TKT202401010804,2024-09-05 00:00:00,2024-09-05 03:00:00,技术部,低,待处理,权限问题,user_1037,agent_2007,工单标题805,这是工单805的详细描述内容,180.0,
TKT202401010805,2024-09-07 00:00:00,,运维部,紧急,待处理,建议,user_1062,agent_2019,工单标题806,这是工单806的详细描述内容,,
TKT202401010806,2024-08-19 00:00:00,2024-08-20 19:00:00,财务部,高,处理中,需求变更,user_1082,agent_2015,工单标题807,这是工单807的详细描述内容,2580.0,4.0
TKT202401010807,2024-03-17 00:00:00,,人力资源,低,已关闭,数据错误,user_1051,agent_2011,工单标题808,这是工单808的详细描述内容,,4.0
TKT202401010808,2024-05-22 00:00:00,2024-05-22 11:00:00,市场部,紧急,待回访,权限问题,user_1072,agent_2004,工单标题809,这是工单809的详细描述内容,660.0,1.0
TKT202401010809,2024-04-08 00:00:00,2024-04-10 21:00:00,客服部,高,已关闭,需求变更,user_1003,agent_2004,工单标题810,这是工单810的详细描述内容,4140.0,5.0
TKT202401010810,2024-04-02 00:00:00,,技术部,高,待回访,投诉,user_1011,agent_2018,工单标题811,这是工单811的详细描述内容,,4.0
TKT202401010811,2024-10-28 00:00:00,2024-10-28 05:00:00,客服部,中,已关闭,性能问题,user_1054,agent_2001,工单标题812,这是工单812的详细描述内容,300.0,3.0
TKT202401010812,2024-07-14 00:00:00,,客服部,高,已解决,性能问题,user_1024,agent_2009,工单标题813,这是工单813的详细描述内容,,2.0
TKT202401010813,2024-06-06 00:00:00,2024-06-08 04:00:00,客服部,中,处理中,系统故障,user_1092,agent_2002,工单标题814,这是工单814的详细描述内容,3120.0,
TKT202401010814,2024-02-20 00:00:00,,运维部,中,已关闭,功能异常,user_1007,agent_2007,工单标题815,这是工单815的详细描述内容,,
TKT202401010815,2024-11-01 00:00:00,2024-11-02 06:00:00,人力资源,低,待处理,权限问题,user_1008,agent_2011,工单标题816,这是工单816的详细描述内容,1800.0,4.0
TKT202401010816,2024-02-03 00:00:00,,市场部,高,待处理,权限问题,user_1071,agent_2019,工单标题817,这是工单817的详细描述内容,,2.0
TKT202401010817,2024-10-11 00:00:00,2024-10-11 16:00:00,财务部,低,待处理,需求变更,user_1027,agent_2005,工单标题818,这是工单818的详细描述内容,960.0,
TKT202401010818,2024-03-27 00:00:00,2024-03-28 07:00:00,财务部,低,待处理,系统故障,user_1060,agent_2020,工单标题819,这是工单819的详细描述内容,1860.0,
TKT202401010819,2024-03-26 00:00:00,,财务部,中,待回访,权限问题,user_1088,agent_2013,工单标题820,这是工单820的详细描述内容,,2.0
TKT202401010820,2024-10-26 00:00:00,,技术部,紧急,已解决,功能异常,user_1051,agent_2004,工单标题821,这是工单821的详细描述内容,,5.0
TKT202401010821,2024-05-23 00:00:00,,人力资源,中,已解决,权限问题,user_1097,agent_2015,工单标题822,这是工单822的详细描述内容,,
TKT202401010822,2024-12-05 00:00:00,2024-12-06 17:00:00,财务部,中,待处理,性能问题,user_1083,agent_2001,工单标题823,这是工单823的详细描述内容,2460.0,1.0
TKT202401010823,2024-01-05 00:00:00,2024-01-05 22:00:00,市场部,低,已关闭,需求变更,user_1011,agent_2003,工单标题824,这是工单824的详细描述内容,1320.0,4.0
TKT202401010824,2024-12-10 00:00:00,2024-12-10 15:00:00,财务部,中,已关闭,性能问题,user_1099,agent_2001,工单标题825,这是工单825的详细描述内容,900.0,
TKT202401010825,2024-07-08 00:00:00,2024-07-09 00:00:00,技术部,紧急,已解决,咨询,user_1025,agent_2003,工单标题826,这是工单826的详细描述内容,1440.0,3.0
TKT202401010826,2024-04-23 00:00:00,2024-04-24 05:00:00,运维部,紧急,已解决,投诉,user_1091,agent_2020,工单标题827,这是工单827的详细描述内容,1740.0,
TKT202401010827,2024-04-10 00:00:00,,运维部,低,处理中,需求变更,user_1025,agent_2019,工单标题828,这是工单828的详细描述内容,,5.0
TKT202401010828,2024-10-16 00:00:00,,技术部,紧急,处理中,权限问题,user_1073,agent_2008,工单标题829,这是工单829的详细描述内容,,3.0
TKT202401010829,2024-04-08 00:00:00,2024-04-08 02:00:00,市场部,中,待回访,投诉,user_1001,agent_2014,工单标题830,这是工单830的详细描述内容,120.0,1.0
TKT202401010830,2024-06-14 00:00:00,2024-06-16 07:00:00,财务部,中,待处理,需求变更,user_1060,agent_2016,工单标题831,这是工单831的详细描述内容,3300.0,
TKT202401010831,2024-01-23 00:00:00,,财务部,低,已解决,系统故障,user_1051,agent_2007,工单标题832,这是工单832的详细描述内容,,
TKT202401010832,2024-10-19 00:00:00,2024-10-19 03:00:00,技术部,低,待处理,数据错误,user_1026,agent_2006,工单标题833,这是工单833的详细描述内容,180.0,
TKT202401010833,2024-02-02 00:00:00,,财务部,紧急,待回访,咨询,user_1033,agent_2008,工单标题834,这是工单834的详细描述内容,,
TKT202401010834,2024-05-02 00:00:00,2024-05-03 19:00:00,运维部,高,待处理,其他,user_1080,agent_2015,工单标题835,这是工单835的详细描述内容,2580.0,4.0
TKT202401010835,2024-10-23 00:00:00,,客服部,紧急,已关闭,咨询,user_1089,agent_2003,工单标题836,这是工单836的详细描述内容,,1.0
TKT202401010836,2024-08-14 00:00:00,2024-08-14 07:00:00,市场部,低,待处理,功能异常,user_1087,agent_2002,工单标题837,这是工单837的详细描述内容,420.0,3.0
TKT202401010837,2024-07-14 00:00:00,,财务部,高,待回访,其他,user_1002,agent_2015,工单标题838,这是工单838的详细描述内容,,
TKT202401010838,2024-08-07 00:00:00,2024-08-07 12:00:00,市场部,紧急,已关闭,需求变更,user_1043,agent_2019,工单标题839,这是工单839的详细描述内容,720.0,
TKT202401010839,2024-02-22 00:00:00,2024-02-22 01:00:00,客服部,高,待回访,性能问题,user_1082,agent_2017,工单标题840,这是工单840的详细描述内容,60.0,
TKT202401010840,2024-08-03 00:00:00,2024-08-05 13:00:00,财务部,高,处理中,性能问题,user_1006,agent_2002,工单标题841,这是工单841的详细描述内容,3660.0,
TKT202401010841,2024-10-26 00:00:00,2024-10-28 07:00:00,市场部,中,已解决,其他,user_1070,agent_2005,工单标题842,这是工单842的详细描述内容,3300.0,
TKT202401010842,2024-06-07 00:00:00,,客服部,高,待处理,数据错误,user_1065,agent_2018,工单标题843,这是工单843的详细描述内容,,4.0
TKT202401010843,2024-06-25 00:00:00,2024-06-26 01:00:00,市场部,高,待处理,咨询,user_1025,agent_2016,工单标题844,这是工单844的详细描述内容,1500.0,4.0
TKT202401010844,2024-11-03 00:00:00,2024-11-04 18:00:00,人力资源,中,待回访,权限问题,user_1054,agent_2011,工单标题845,这是工单845的详细描述内容,2520.0,
